Unnamed: 0,qid,video_id,question_type,capability,question,duration,question_prompt,answer,youtube_url,breakdown
1317,1206-2,fuAUDvxf_vY,Correctly-led Open-ended Question,Professional Knowledge,"Is the blue paint spilling upwards because the entire set is upside down, creating an illusion?",10.65,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fuAUDvxf_vY,"```python
[
    'Is the set upside down?',
    'What is the direction of the blue paint?',
    'Are there any visual cues indicating an illusion?',
    'What is the overall context of the scene?',
    'Are there any other objects that might affect the perception of the paint?'
]
```"
1318,1206-3,fuAUDvxf_vY,Wrongly-led Open-ended Question,Professional Knowledge,Is the blue paint spilling unusually because the person is holding the paint can upside down above their head?,10.65,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fuAUDvxf_vY,"```python
[
    'Is the paint can being held upside down?',
    'What is the position of the person holding the paint can?',
    'Is there any paint spilling from the can?',
    'What color is the paint that is spilling?',
    'Is the amount of paint spilling considered unusual?',
    'What is the context or environment in which the person is holding the paint can?'
]
```"
1319,1206-7,fuAUDvxf_vY,Multiple-choice Question with a Single Correct Answer,Professional Knowledge,"Why does the blue paint appear to spill unusually?
A. The person is holding the paint can upside down above their head.
B. The paint is thicker than usual.
C. The set is upside down, creating an illusion.
D. The paint can is defective.",10.65,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/fuAUDvxf_vY,"```python
[
    ""What position is the person holding the paint can in?"",
    ""What is the consistency of the paint being used?"",
    ""Is there any visual distortion in the set that could affect perception?"",
    ""Is there any indication that the paint can is malfunctioning or defective?""
]
```"
1320,1209-0,H-9qGWrW83M,Primary Open-ended Question,Displacement Attribute,How fast is the woman in the photo at the end of the video?,20.67,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/H-9qGWrW83M,"```python
[
    'What is the position of the woman in the photo at the end of the video?',
    'What is the distance covered by the woman in the video?',
    'What is the time duration of the video segment featuring the woman?',
    'Are there any visible indicators of speed (e.g., motion blur, background movement) in the photo?',
    'What is the context of the woman’s movement (e.g., running, walking, cycling)?'
]
```"
1321,1209-1,H-9qGWrW83M,Paraphrased Open-ended Question,Displacement Attribute,What is the speed of the woman in the final image of the video?,20.67,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/H-9qGWrW83M,"```python
[
    ""What is the position of the woman in the final image of the video?"",
    ""What is the distance the woman has traveled in the video?"",
    ""What is the time duration of the video leading up to the final image?"",
    ""What visual cues indicate the speed of the woman in the final image?"",
    ""Are there any objects or references in the final image that can help determine the woman's speed?""
]
```"
1322,1209-2,H-9qGWrW83M,Correctly-led Open-ended Question,Displacement Attribute,"Is the woman in the photo at the end of the video appearing moving fast, because it is just an illusion created by the photo composition?",20.67,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/H-9qGWrW83M,"```python
[
    'What is the position of the woman in the photo?',
    'What is the background or context of the photo?',
    'What are the visual elements in the photo that might create an illusion of speed?',
    'Is there any motion blur or other effects present in the photo?',
    'How does the composition of the photo contribute to the perception of movement?',
    'Are there any other objects or people in the photo that could influence the perception of speed?'
]
```"
1323,1209-3,H-9qGWrW83M,Wrongly-led Open-ended Question,Displacement Attribute,Does the woman in the photo is running quickly due to the position of her legs and the splash of water?,20.67,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/H-9qGWrW83M,"```python
[
    'What is the position of the woman\'s legs in the photo?',
    'Is there any visible splash of water around the woman?',
    'What is the overall posture of the woman in the photo?',
    'Are there any indicators of speed in the woman\'s movement?',
    'What is the context of the environment (e.g., wet surface, obstacles) that might affect her running?'
]
```"
1324,1209-7,H-9qGWrW83M,Multiple-choice Question with a Single Correct Answer,Displacement Attribute,"How fast is the woman in the photo at the end of the video?
A. She is actually running.
B. She is walking quickly.
C. The special composition and photo editing and she never leaves her position.
D. The position of her legs.",20.67,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/H-9qGWrW83M,"```python
[
    ""What is the woman's posture in the photo at the end of the video?"",
    ""What is the position of the woman's legs in the photo?"",
    ""Is the woman in motion or stationary in the photo?"",
    ""What visual cues indicate the woman's speed in the photo?"",
    ""Are there any effects of photo editing or composition that affect the perception of her speed?""
]
```"
1325,1210-0,diEfe0tsJY8,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),What is the change in focus of the video shooting?,6.25,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/diEfe0tsJY8,"```python
[
    ""What is the initial focus of the video shooting?"",
    ""What is the final focus of the video shooting?"",
    ""What elements or subjects are emphasized in the initial focus?"",
    ""What elements or subjects are emphasized in the final focus?"",
    ""Are there any transitions or shifts in focus during the video?"",
    ""What is the significance of the change in focus in relation to the video's theme or message?""
]
```"
1326,1210-1,diEfe0tsJY8,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),How does the focus change throughout the video?,6.25,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/diEfe0tsJY8,"```python
[
    'What is the initial focus at the beginning of the video?',
    'How does the focus shift at the midpoint of the video?',
    'What is the final focus at the end of the video?',
    'Are there any significant changes in focus during key moments in the video?',
    'What visual elements contribute to the changes in focus throughout the video?'
]
```"
1327,1210-2,diEfe0tsJY8,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Does the focus of the video remain on the photograph of the two birds throughout the sequence?,6.25,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/diEfe0tsJY8,"```python
[
    'Is the photograph of the two birds present in the video sequence?',
    'Are there any moments in the video where the focus shifts away from the photograph?',
    'If the focus shifts, what are the other subjects or elements that the video focuses on?',
    'Does the photograph reappear after being out of focus, and if so, how often?',
    'What is the overall duration of the focus on the photograph compared to other elements in the video?'
]
```"
1328,1210-3,diEfe0tsJY8,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Does the focus of the video shift from the background to the foreground as it progresses?,6.25,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/diEfe0tsJY8,"```python
[
    'What elements are present in the background of the video?',
    'What elements are present in the foreground of the video?',
    'How do the elements in the background change throughout the video?',
    'How do the elements in the foreground change throughout the video?',
    'Is there a noticeable change in focus from background to foreground as the video progresses?'
]
```"
1329,1210-7,diEfe0tsJY8,Multiple-choice Question with a Single Correct Answer,Objective Causality (Videography Phenomenon & Illusion),"What is the change in focus of the video shooting?
A. The bird to the people in the foreground
B. The people in the foreground to the bird
C. Keeping the photograph of the two birds
D. The entire room",6.25,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/diEfe0tsJY8,"```python
[
    ""What is the initial focus of the video shooting?"",
    ""What is the focus of the video shooting at the end?"",
    ""Are there any transitions in focus during the video?"",
    ""What elements are present in the foreground during the video?"",
    ""Is there a specific moment where the focus shifts from one subject to another?""
]
```"
1330,1214-0,7nnjsL5oc_s,Primary Open-ended Question,Displacement Attribute,What is the motion of the shot when photographing the woman?,5.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7nnjsL5oc_s,"```python
[
    'What is the initial position of the camera when photographing the woman?',
    'What direction is the camera moving during the shot?',
    'Is the camera moving closer to or further away from the woman?',
    'Is the camera panning, tilting, or tracking in any specific way?',
    'What is the final position of the camera after the shot?',
    'Are there any notable changes in the framing or composition during the shot?'
]
```"
1331,1214-1,7nnjsL5oc_s,Paraphrased Open-ended Question,Displacement Attribute,How does the camera move when capturing the woman in the video?,5.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7nnjsL5oc_s,"```python
[
    ""What is the initial position of the camera when capturing the woman?"",
    ""How does the camera position change during the video?"",
    ""What type of camera movements are used (e.g., pan, tilt, zoom)?"",
    ""Are there any specific angles or perspectives from which the woman is captured?"",
    ""How does the camera movement affect the overall composition of the shot?"",
    ""Is there any change in focus or depth of field during the camera movement?""
]
```"
1332,1214-2,7nnjsL5oc_s,Correctly-led Open-ended Question,Displacement Attribute,"Is the camera moving closer to the woman, creating a zoom-in effect, as it films her?",5.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7nnjsL5oc_s,"```python
[
    'Is the camera moving towards the woman?',
    'Is there a zoom-in effect being applied to the camera?',
    'What is the position of the camera relative to the woman?',
    'Are there any visual indicators of a zoom-in effect?',
    'What is the overall framing of the shot as the camera moves?'
]
```"
1333,1214-3,7nnjsL5oc_s,Wrongly-led Open-ended Question,Displacement Attribute,"Is the camera moving away from the woman, creating a zoom-out effect, as it films her?",5.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7nnjsL5oc_s,"```python
[
    'Is the camera moving away from the woman?',
    'What is the distance between the camera and the woman changing over time?',
    'Is there a zoom-out effect being created by the camera movement?',
    'What visual indicators suggest a zoom-out effect is occurring?'
]
```"
1334,1214-7,7nnjsL5oc_s,Multiple-choice Question with a Single Correct Answer,Displacement Attribute,"What is the motion of the camera when photographing the woman?
A. Zoom-in
B. Pan left
C. Zoom-out
D. Pan right",5.76,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/7nnjsL5oc_s,"```python
[
    ""What is the initial position of the camera before the motion starts?"",
    ""What direction does the camera move during the shot?"",
    ""Does the camera change its distance from the woman during the shot?"",
    ""Is the camera stationary at any point during the shot?"",
    ""What is the final position of the camera after the motion?"",
    ""Are there any other objects or subjects in the frame that might affect the camera's motion?""
]
```"
1335,1223-0,FxLooSikc2U,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),How does the camera view differ in the last throw compared to others?,23.66,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/FxLooSikc2U,"```python
[
    'What is the camera angle during the last throw?',
    'What is the camera angle during the previous throws?',
    'How does the distance of the camera from the subject change in the last throw compared to the others?',
    'Are there any changes in the framing of the subject in the last throw compared to the others?',
    'What is the lighting condition during the last throw compared to the previous throws?'
]
```"
1336,1223-1,FxLooSikc2U,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),In what way does the camera angle change during the final throw compared to the earlier ones?,23.66,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/FxLooSikc2U,"```python
[
    'What is the camera angle during the earlier throws?',
    'What is the camera angle during the final throw?',
    'How does the camera angle change between the earlier throws and the final throw?',
    'What is the significance of the camera angle change in the context of the action?'
]
```"
1337,1223-2,FxLooSikc2U,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),"Does the camera zoom in on the floor during the last throw, unlike the previous stationary views?",23.66,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/FxLooSikc2U,"```python
[
    'Is the camera zooming in during the last throw?',
    'What is the position of the camera during the last throw?',
    'What are the camera angles used in the previous views?',
    'Is the camera stationary in the previous views?',
    'What is the focus of the camera during the last throw compared to previous views?'
]
```"
1338,1223-3,FxLooSikc2U,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),"In the last throw, does the camera keep the same angle as before?",23.66,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/FxLooSikc2U,"```python
[
    'What was the camera angle before the last throw?',
    'What is the camera angle during the last throw?',
    'Is there any noticeable change in the camera angle between the previous throws and the last throw?',
    'What is the context of the camera movement during the last throw?'
]
```"
1339,1223-7,FxLooSikc2U,Multiple-choice Question with a Single Correct Answer,Objective Causality (Videography Phenomenon & Illusion),"How does the camera view differ in the last throw compared to others?
A. it zooms in on the bottom right section.
B. it zooms out on the bottom left section.
C. It remains stationary.
D. it zooms in on the bottom left section.",23.66,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/FxLooSikc2U,"```python
[
    'What is the camera view during the last throw?',
    'What is the camera view during the first throw?',
    'What is the camera view during the second throw?',
    'What is the camera view during the third throw?',
    'How does the camera view change between the last throw and the previous throws?'
]
```"
1340,1225-0,-o7pVduTGVs,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Who is mainly visible when the first camera zoom is complete?,,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/-o7pVduTGVs,"```python
[
    ""What is the scene like when the first camera zoom is complete?"",
    ""Who are the individuals present in the scene at that moment?"",
    ""Which individual is the most prominent or largest in the frame after the zoom?"",
    ""What visual cues indicate the main focus of the camera zoom?""
]
```"
1341,1225-1,-o7pVduTGVs,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Who is prominently seen when the camera finishes zooming in for the first time?,,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/-o7pVduTGVs,"```python
[
    'What is the scene when the camera starts zooming in?',
    'Who is in the frame when the camera begins to zoom in?',
    'What changes occur in the frame as the camera zooms in?',
    'Who is prominently visible when the camera finishes zooming in?',
    'What is the context or significance of the person who is prominently seen?'
]
```"
1342,1225-2,-o7pVduTGVs,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Is the person mainly visible after the first camera zoom a man in a gray Under Armour t-shirt?,,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/-o7pVduTGVs,"```python
[
    'What is the clothing of the person mainly visible after the first camera zoom?',
    'What color is the t-shirt of the person mainly visible after the first camera zoom?',
    'What brand is the t-shirt of the person mainly visible after the first camera zoom?',
    'Is the person mainly visible after the first camera zoom a man?',
    'What is the gender of the person mainly visible after the first camera zoom?'
]
```"
1343,1225-3,-o7pVduTGVs,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Is the person mainly visible after the first camera zoom a woman in a red dress?,,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/-o7pVduTGVs,"```python
[
    'What is the gender of the person mainly visible after the first camera zoom?',
    'What color is the dress worn by the person mainly visible after the first camera zoom?',
    'Is the person in a red dress identified as a woman?',
    'Is there any other identifying information about the person after the first camera zoom?'
]
```"
1344,1225-7,-o7pVduTGVs,Multiple-choice Question with a Single Correct Answer,Objective Causality (Videography Phenomenon & Illusion),"Who is mainly visible when the first camera zoom is complete?
A. A woman in a pink dress.
B. A man in a white Under Armour t-shirt.
C. A man in a gray Under Armour t-shirt.
D. A woman in a blue dress.",,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/-o7pVduTGVs,"```python
[
    ""What is the scene when the first camera zoom is complete?"",
    ""Who are the individuals present in the scene at that moment?"",
    ""What are the clothing colors and styles of the individuals visible?"",
    ""Which individual is most prominently featured in the zoomed-in view?""
]
```"
1345,1229-0,d-uzkMB14xQ,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Why is the object in front of the mirror different from its reflection in the mirror?,10.41,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/d-uzkMB14xQ,"```python
[
    ""What is the appearance of the object in front of the mirror?"",
    ""What is the appearance of the reflection in the mirror?"",
    ""Are there any differences in color, shape, or size between the object and its reflection?"",
    ""Is the object positioned at an angle or distance that affects its reflection?"",
    ""What type of mirror is being used (e.g., flat, concave, convex)?""
]
```"
1346,1229-1,d-uzkMB14xQ,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),What causes the discrepancy between the object in front of the mirror and its reflection?,10.41,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/d-uzkMB14xQ,"```python
[
    'What object is in front of the mirror?',
    'What does the reflection in the mirror show?',
    'Are there any differences between the object and its reflection?',
    'What factors could cause a discrepancy between the object and its reflection?'
]
```"
1347,1229-2,d-uzkMB14xQ,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Is the difference between the object and its reflection due to the use of a panoramic photography feature on the phone?,10.41,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/d-uzkMB14xQ,"```python
[
    'What does the object look like in the image?',
    'What does the reflection of the object look like in the image?',
    'Is there a noticeable difference in appearance between the object and its reflection?',
    'What specific features of panoramic photography could affect the appearance of the object and its reflection?',
    'Are there any distortions or alterations in the reflection that could be attributed to the panoramic photography feature?'
]
```"
1348,1229-3,d-uzkMB14xQ,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),"Is the difference between the object and its reflection because the mirror is a special type, like a concave mirror?",10.41,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/d-uzkMB14xQ,"```python
[
    'What type of mirror is being used in the reflection?',
    'What is the nature of the object being reflected?',
    'How does a concave mirror differ from a regular mirror in terms of reflection?',
    'What are the characteristics of the reflection produced by a concave mirror?',
    'Is there a difference in the appearance of the object and its reflection in a concave mirror compared to a flat mirror?'
]
```"
1349,1229-7,d-uzkMB14xQ,Multiple-choice Question with a Single Correct Answer,Objective Causality (Videography Phenomenon & Illusion),"Why does the object in front of the mirror appear different from its reflection?
A. The video operates with special editing techniques
B. The mirror is a convex mirror.
C. The photo was taken using a panoramic photography feature.
D. The mirror is a concave mirror.",10.41,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/d-uzkMB14xQ,"```python
[
    ""What type of mirror is being used in the video?"",
    ""What is the appearance of the object in front of the mirror?"",
    ""What is the appearance of the object's reflection in the mirror?"",
    ""Are there any special editing techniques used in the video?"",
    ""Is the photo taken using a panoramic photography feature?"",
    ""What are the characteristics of convex and concave mirrors?""
]
```"
1350,1231-0,BFgfaUrBoks,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Why does the water in the waterfall look like it is flowing backwards at the end of the video?,14.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/BFgfaUrBoks,"```python
[
    'What is the visual appearance of the water in the waterfall at the beginning of the video?',
    'What is the visual appearance of the water in the waterfall at the end of the video?',
    'Are there any objects or elements in the scene that could create an optical illusion?',
    'What is the direction of the water flow at the beginning and end of the video?',
    'Are there any camera angles or effects used that might affect the perception of the water flow?'
]
```"
1351,1231-1,BFgfaUrBoks,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),What causes the waterfall to appear as if it is flowing in reverse at the conclusion of the video?,14.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/BFgfaUrBoks,"```python
[
    'What is the visual appearance of the waterfall at the conclusion of the video?',
    'What are the characteristics of the water flow in the video?',
    'Are there any visual effects or techniques used in the video that could create the illusion of reverse flow?',
    'What environmental factors (e.g., lighting, camera angle) are present in the video that might affect the perception of the waterfall?',
    'Is there any motion or action occurring in the video that contributes to the appearance of reverse flow?'
]
```"
1352,1231-2,BFgfaUrBoks,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Is the backward flow of the waterfall at the end of the video due to reverse video processing?,14.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/BFgfaUrBoks,"```python
[
    'What is the visual appearance of the waterfall at the end of the video?',
    'Is the waterfall flowing backward or in a different direction?',
    'Are there any visual indicators that suggest the video has been reversed?',
    'What are the characteristics of reverse video processing in visual content?',
    'Are there any other elements in the video that support or contradict the idea of reverse processing?'
]
```"
1353,1231-3,BFgfaUrBoks,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Does the waterfall appear to flow backwards at the end of the video because of using special effects techniques?,14.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/BFgfaUrBoks,"```python
[
    ""What is the visual appearance of the waterfall at the end of the video?"",
    ""Are there any special effects techniques used in the video?"",
    ""How do these special effects techniques affect the perception of the waterfall's flow?"",
    ""Is there any indication in the video that suggests the waterfall is flowing backwards?"",
    ""What are the characteristics of the waterfall's flow in the video compared to natural flow?""
]
```"
1354,1231-7,BFgfaUrBoks,Multiple-choice Question with a Single Correct Answer,Objective Causality (Videography Phenomenon & Illusion),"Why does the waterfall appear to flow backwards at the end of the video?
A. Reverse video processing was used.
B. The water flow was altered physically.
C. The lighting created an illusion.
D. Using special effects techniques.",14.98,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/BFgfaUrBoks,"```python
[
    ""What is the visual effect observed at the end of the video?"",
    ""Is there any indication of reverse video processing in the video?"",
    ""Are there any physical alterations to the water flow shown in the video?"",
    ""What lighting conditions are present in the video that could create an illusion?"",
    ""Are there any special effects techniques mentioned or visible in the video?""
]
```"
1355,1233-0,vpzN7MFV4YU,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Why are there two reflections when there is only one person in the photo?,10.99,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/vpzN7MFV4YU,"```python
[
    'How many reflections are visible in the photo?',
    'What is the position of the person in relation to the reflective surface?',
    'What type of reflective surface is present in the photo?',
    'Are there any additional light sources or angles that could affect the reflections?',
    'Is the person in motion or stationary, and how might that impact the reflections?'
]
```"
1356,1233-1,vpzN7MFV4YU,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),How come there are two reflections in the water when only one person is visible in the image?,10.99,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/vpzN7MFV4YU,"```python
[
    'How many people are visible in the image?',
    'What is the position of the visible person in relation to the water?',
    'What is the angle of the water surface in the image?',
    'Are there any objects or elements in the image that could create additional reflections?',
    'What is the lighting condition in the image that might affect the visibility of reflections?'
]
```"
1357,1233-2,vpzN7MFV4YU,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Is the reason for the two reflections in the photo due to the use of a panoramic camera function that combined multiple images?,10.99,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/vpzN7MFV4YU,"```python
[
    'What type of camera was used to take the photo?',
    'Is there a panoramic camera function indicated in the photo?',
    'Are there multiple images visible in the photo?',
    'What are the characteristics of the reflections in the photo?',
    'How does the panoramic camera function work in relation to reflections?'
]
```"
1358,1233-3,vpzN7MFV4YU,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Is the reason for the two reflections in the photo due to image synthesis technology?,10.99,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/vpzN7MFV4YU,"```python
[
    'What are the visible reflections in the photo?',
    'What image synthesis technologies are commonly used to create reflections?',
    'Is there any indication in the photo that suggests image synthesis technology was used?',
    'What are the characteristics of the reflections that could indicate they are synthetic?',
    'Are there any signs of manipulation or editing in the photo that could suggest image synthesis?'
]
```"
1359,1233-7,vpzN7MFV4YU,Multiple-choice Question with a Single Correct Answer,Objective Causality (Videography Phenomenon & Illusion),"Why are there two reflections in the photo?
A. The photographer used a panoramic camera function.
B. There was a mirror placed in the scene.
C. One is the actual reflection and the other is from the phone screen.
D. The photo was edited post-capture.",10.99,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/vpzN7MFV4YU,"```python
[
    ""What objects are present in the photo that could cause reflections?"",
    ""Is there a mirror visible in the scene?"",
    ""Are there any indications of a panoramic camera function being used?"",
    ""Is there a phone screen visible in the photo that could create a reflection?"",
    ""Does the photo appear to have been edited in any way?""
]
```"
1360,1235-0,EvlFEYvsf2Q,Primary Open-ended Question,Professional Knowledge,What's the answer for 4+3= according to the video?,4.48,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/EvlFEYvsf2Q,"```python
[
    ""What is the equation presented in the video?"",
    ""What is the visual representation of the numbers 4 and 3 in the video?"",
    ""What operation is being performed in the video?"",
    ""What is the result of the operation 4 + 3 as shown in the video?"",
    ""Is there any explanation provided in the video regarding the addition?""
]
```"
1361,1235-1,EvlFEYvsf2Q,Paraphrased Open-ended Question,Professional Knowledge,What is the result of 4 plus 3 according to the pattern shown in the video?,4.48,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/EvlFEYvsf2Q,"```python
[
    'What pattern is shown in the video regarding addition?',
    'What are the numbers being added in the video?',
    'What is the result of the addition shown in the video?',
    'How does the result of 4 plus 3 fit into the pattern?',
    'Can you provide a brief explanation of the pattern and the result?'
]
```"
1362,1235-2,EvlFEYvsf2Q,Correctly-led Open-ended Question,Professional Knowledge,"Based on the pattern in the video, does 4 + 3 equal 37?",4.48,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/EvlFEYvsf2Q,"```python
[
    'What is the pattern shown in the video regarding addition?',
    'What is the result of 4 + 3 according to the standard rules of arithmetic?',
    'How does the video interpret or present the equation 4 + 3?',
    'Is there any visual representation in the video that suggests a different interpretation of 4 + 3?',
    'What context or examples are provided in the video that might influence the interpretation of 4 + 3?'
]
```"
1363,1235-3,EvlFEYvsf2Q,Wrongly-led Open-ended Question,Professional Knowledge,"According to the pattern in the video, does 4 + 3 equal 412?",4.48,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/EvlFEYvsf2Q,"```python
[
    'What is the pattern shown in the video for addition?',
    'What is the result of 4 + 3 according to standard arithmetic?',
    'How does the video represent the numbers 4 and 3?',
    'What is the significance of the number 412 in the context of the video?',
    'Are there any visual cues or examples in the video that explain the addition process?'
]
```"
1364,1235-7,EvlFEYvsf2Q,Multiple-choice Question with a Single Correct Answer,Professional Knowledge,"What is the result of 4 + 3 according to the pattern in the video?
A. 43
B. 73
C. 412
D. 37",4.48,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/EvlFEYvsf2Q,"```python
[
    ""What is the pattern demonstrated in the video for adding numbers?"",
    ""What is the result of 4 + 3 according to the identified pattern?"",
    ""What are the options provided in the multiple-choice question?"",
    ""Which option matches the result of 4 + 3 according to the pattern?""
]
```"
1365,1236-0,eDcteTYALgI,Primary Open-ended Question,Professional Knowledge,Is the method useful to produce correct calculation result?,16.95,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/eDcteTYALgI,"```python
[
    'What is the method being referred to?',
    'What is the calculation result that needs to be produced?',
    'Are there any examples of the method being applied?',
    'What are the potential limitations or advantages of the method?',
    'How does the method compare to other methods for producing calculation results?'
]
```"
1366,1236-1,eDcteTYALgI,Paraphrased Open-ended Question,Professional Knowledge,Does the method demonstrated in the video effectively yield accurate calculation results?,16.95,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/eDcteTYALgI,"```python
[
    'What method is being demonstrated in the video?',
    'What are the calculation results shown in the video?',
    'Are there any examples of calculations performed in the video?',
    'Is there any indication of accuracy or error in the results presented?',
    'What criteria can be used to evaluate the effectiveness of the method?',
    'Are there any comparisons made to other methods in the video?'
]
```"
1367,1236-2,eDcteTYALgI,Correctly-led Open-ended Question,Professional Knowledge,Is the method shown in the video effective in producing accurate results for the division problems?,16.95,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/eDcteTYALgI,"```python
[
    'What method is being demonstrated in the video for solving division problems?',
    'What are the division problems shown in the video?',
    'What results are produced by the method in the video?',
    'How do the results compare to the expected or correct answers?',
    'Are there any errors or inaccuracies in the results produced?',
    'What factors might affect the effectiveness of the method shown in the video?'
]
```"
1368,1236-3,eDcteTYALgI,Wrongly-led Open-ended Question,Professional Knowledge,Is the method shown in the video ineffective because it involves squaring the numbers before dividing by 5?,16.95,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/eDcteTYALgI,"```python
[
    ""What method is being shown in the video?"",
    ""What are the steps involved in the method?"",
    ""What is the purpose of squaring the numbers in the method?"",
    ""How does squaring the numbers affect the outcome when dividing by 5?"",
    ""Are there any mathematical principles that suggest squaring before dividing is ineffective?"",
    ""What are the potential advantages or disadvantages of this method?""
]
```"
