video_name,question,answer
v_mMebSMn5D0E,What is happening in the video?,"In the video, a man and a woman walk into a piano store. The man is wearing a brown coat and the woman is wearing a black top. The man sits at a piano and starts playing while the woman stands next to him. Later in the video, the man is at a closed restaurant with round tables, and a woman wearing a white robe approaches him. Next, a man in a brown jacket is standing near the back of the audience at an orchestra and walks towards the stage to conduct the orchestra."
v_Sf27WmcLb2w,What is the attire of the man serving the ball in the video?,The man is wearing a black sleeveless t-shirt and red shorts.
v_ERYwCKVUTSQ,What instructions did the woman give before demonstrating how to play a particular note?,"Before demonstrating how to play the particular note, the woman paused and gave further instructions."
v_GH0Umpw6tME,Can you describe the video in detail?,"Sure! The video captures an aerobic class in a well-lit studio with overhead lighting and fans on the roof. The studio walls are white with half of them covered with mirrors and there is a black speaker mounted on the wall to the right of the women working out. The class is using aerobic steps and silver gym balls are kept on a shelf to the right of the women working out. The instructor, wearing a grey vest, black cap, and black shorts with sports shoes, is calling out instructions while the women follow the routine. However, a woman in the back row, wearing a black t-shirt and pants, appears to be missing steps. The video ends as the instructor claps and calls for a stop."
v_WCS8dzRT7Xk,Can you describe what the woman is doing in the video?,"In the video, a woman wearing a grey shirt is seen ironing a green piece of clothing on an ironing board. She turns the fabric inside out and lays it flat on the ironing board, irons it with slow circular motions, pulls the fabric and irons the next section, before pulling the fabric off the ironing board and holding it up at the end."
v_EhzHU0gkrzA,What is happening in the video and where is it taking place?,"In the video, a boy wearing tights is doing gymnastics using a parallel bar in a track field with a blue floor. There are other people visible standing and sitting in various places, and a few people are sitting behind a table a few feet behind the boy. The track and field are lit by overhead lights."
v_hFpSoRlpyMo,What happens in the video after the batsman hits the ball towards the boundary?,"A fielder runs towards the ball and prevents it from touching the rope. He falls on the other side of the rope after preventing the ball from touching the rope. The wicket player catches the ball thrown to him and removes the bails from the stumps. The batsman is walking to the nonstriker's end. The players gather around the pitch. One of the umpires appeals the run out to the third umpire. A big screen in the stadium displays the message 'OUT'. In the next clip, the fielding team is huddled in a circle on the field. The batsman is coming onto the field after a break. A closeup of the wicketkeeper is shown."
v_JguRZtFN-Ck,What is the woman wearing in the video?,The woman is wearing a white t-shirt and shorts.
v_cCDffwsJvsY,How does the person ignite the fire in the video?,The person holds a piece of chips and lights it like kindling to the camera and lights it on fire using a Bic lighter. They then place it on the arranged firewood.
v_1YU4MSK80cQ,Can you provide a detailed description of the video?,"The video captures a woman in a park, standing between two bars used for fitness exercises. She lifts herself up using the bars and performs a number of exercises including swaying, moving back using her hands, doing the split, and swinging using the bars. Behind the woman, trees can be seen a few meters away. Other outdoor fitness equipment is also visible in the background. Overall, the video captures the woman engaging in a full-body workout routine using the available equipment in the park."
v_qsEnLQ2UnEA,What is the throwing circle made of?,The throwing circle is made of concrete.
v_N5LZMH9mZVU,What kind of banner are the last few members of the cheer squad carrying?,"The last few members of the cheer squad are carrying a large banner with ""JAPAN"" painted on it."
v_CTJej0rZMiI,What is the man playing?,The man is playing the accordion.
v_4KMG6lEDSIM,What is the video about?,The video is about different martial arts fights and demonstrations.
v_mLFjww64sX8,What is happening in the barber shop?,The video shows a man sitting on a barber shop chair draped in a black blanket getting his hair cut while the barber uses a blade on his head. There is another barber visible to the left and bottles of products placed on a stand in front of a mirror behind them. The walls are red and there is overhead lighting.
v_DJTvj9lfSWU,What is the man doing in the bathroom?,The man and woman enter the bathroom and step out immediately while laughing. The woman is carrying a bucket. Both of them are speaking into the camera while inside the bathroom.
v_uqwf903l5-E,What are the members of the group doing in the video?,"The group is performing cheerleading dance steps and lifts throughout the video, doing flips and cartwheels. Some of the group members also clap and do backflips. One of the boys falls after doing a backflip."
v_Mk7Yjq1U8OI,What is happening in the first clip of the video?,"A clip with women's beach volleyball warmup is shown with the women practicing on a grass field with a building visible in the back, and people standing and sitting around a tree."
v_4mRkWNLE66E,Can you describe the events that unfold in the video?,"In the video, we see two lacrosse teams playing against each other. The players are wearing either white or dark blue jerseys, and the games are played at different times of the day, some under the floodlights during the evening. The footage shows a player in white number 15 jersey who successfully scores a goal in multiple clips, after dodging his opponents and catching the right ball thrown by coaches during practice."
v_HkbOI7gEtKk,What is the beautician demonstrating in the video?,"In the video, the beautician demonstrates how to make a cleansing with baking soda."
v_W9H2qVnIWXs,What are some of the activities that the groomer does to the golden retriever in the video?,"The groomer lathers the dog, washes him with a hose, dries him with a towel and a blow-drier, wipes him with a towel, and brushes his coat."
v_GOF5guH_kuI,What does the opening of the video showcase?,The opening of the video showcases a female gymnast about to perform on a balance beam. She is wearing a sparkling red gymnast costume and there is a cameraman recording the performance. Spectators can also be seen around the balance beam.
v_PzJsoZT2hXk,Can you describe what happens in the video in detail?,"The video begins with a montage of gift wraps and gift-wrapped gifts, followed by a shot of two women standing in a well-lit room beside a gift-wrapping table. One of the women puts a gift card into a wrapped gift box, while the other starts to fold wrapping paper around a box. She completes wrapping it up, tapes it shut, and then tucks a gift card inside a fold in the wrapping. Finally, both women exchange their wrapped gifts and show them off to the camera."
v_gmbC7D6HfuM,What is the color of the man’s shoes and T-shirt in the video?,The man is wearing white shoes and a turquoise T-shirt.
v_R_JKmGmURvA,Can you describe the video in detail?,"The video shows a man wearing a black polo shirt and shorts placing a camera on a table in front of him. On the table, there are cocktail glasses lined up in the middle and a cocktail mixer on the left with various cocktail ingredients surrounding it. There are also kitchen implements on the counter at the back wall along with shelves lining the wall. He walks to the left of the table, picks up some ice cubes, dumps them into the cocktail mixer, and then places a lemon squeezer in front of him. After browsing his phone, he begins to speak to the camera and mix a cocktail starting with jin. He then mixes other liquors into the cocktail mixer, adds freshly squeezed lemon juice, shakes the mixer vigorously, and pours the cocktail into the cocktail glasses while speaking to someone behind the camera. Finally, he holds up the cocktail glass and takes a drink. There are draped windows at the back wall."
v_cEa87QoI3Do,Can you describe the scene captured in the video?,"Two identical men are featured in the video. They make a sandwich for a girl who visits them. The men appear to be in a bedroom and a girl walks in through the door wearing a backpack. The men then proceed to make a sandwich by assembling various ingredients, while the girl sits on the sofa. They then offer the sandwich to the girl and the video ends with the men looking at each other with a frown."
v_cEa87QoI3Do,What are the two men doing in the video before making sandwiches?,The two identical men stand at the entrance to another room.
v_34SBoGK8mT8,Can you describe the video of the little girl playing hopscotch in detail?,"In the video, we see a young girl wearing a pink sweater running towards the camera. She addresses the camerawoman and heads straight to the hopscotch court drawn on the ground behind her. To her side is a yard with visible grass and, in the distance, other houses can be seen. The girl starts to play hopscotch and eventually reaches the last square. She picks up a pebble and throws it outside of the squares, but then picks it up again and throws it back inside. She tosses the pebble several times until it lands on the square she wants, and then hops over to that square. The video gives us a delightful scene of a young girl having fun playing hopscotch on a beautiful sunny day."
v_p1QGn0IzfW0,What happens in the video?,"The video shows a boy in a red shirt and black shorts performing gymnastic moves on parallel bars, while being watched by other people in a well-lit gym."
v_Omvg9UtGOes,What is the color of the cloth being used in the video?,The cloth being used in the video is pink on the inside and green on the outside.
v_6G8m-vsGTA8,Who is getting their hair cut in the video?,The man is getting his hair cut in the hair salon.
v_HgYuRKZ_V90,What happens in the video?,"The video shows two teams playing field hockey during the day. One team is wearing blue and the other is wearing white. The video follows a player in a blue number 1 uniform as she dribbles the ball, receives a pass, or scores a goal. The player is sometimes wearing a white uniform with the number 1. The video also shows the player playing matches during the day and night, with a referee wearing a teal shirt. The video ends with the player scoring a goal and people celebrating."
v_JG7T6qtO4jg,Can you describe what happens in the video in detail?,"In the video, we see a boy break dancing in a garage adorned with tires and rims on the back wall as decorations. The first boy is wearing a black T-shirt and olive shorts. In the following clip, another boy wearing a white hat and black T-shirt is kneeling in the garage and speaking to the camera while the word 'JUNKYARD' can be seen written on the wall. Next, both boys are standing in the middle of the junkyard and speaking to the camera. Later, the boy in the olive shorts begins to demonstrate the 'Zulu Spin' move while the boy with the white cap is standing to the right side and giving instructions. The boy in the olive shorts slowly demonstrates the moves in the Zulu Spin, kneeling on the ground when he is done demonstrating. The video concludes with the boy in olive shorts showing the complete steps of the Zulu spin slowly."
v_cqxiLraI8uY,What kind of equipment can be seen fixed to the wall in the gym?,The gym has equipment fixed to the wall.
v_OESjoURo19U,Can you describe the video in detail?,"The video starts with a group of kids playing dodgeball on an indoor basketball court which is well-lit by overhead lights. Three people are standing on one side of the basketball court facing the rest of the players who are throwing balls at them. The team on the near side comprises of both boys and girls, while the opposite team switches people who get hit. The game continues as people from both teams are swapped out as they get hit. Finally, both teams stop playing and walk over to the middle of the basketball court."
v_SLHPvKh-_x8,What does the woman in the video demonstrate?,The woman demonstrates how to wash her hands effectively using soap.
v_kfO5PGlsMJw,Can you describe the karate performance in the video?,The video features two boys wearing karate uniforms and demonstrating their skills on a stage with black curtain and red strobe lights. They perform synchronized moves and finish their demonstration with a bow. An American flag is placed on the left side of the stage.
v_Hy54nZSDxTk,Can you describe in detail what happens in the paintball park in the video?,"The video starts with a group of people wearing paintball helmets and carrying paintball guns, standing around in a paintball park with false walls in the back while conversing. The cameraman finishes giving instructions and runs forward while shooting people in the distance. During the shooting, a person wearing an orange shirt is visible. On the shooter’s right, there is a net separating the park from the outside. The shooter continues to move and shoot, and a few people crouched in front of him hold their hands up and walk back as he approaches. People can be seen walking back towards the exit with their hands up, and the video ends with the shooter still shooting and avoiding being shot. All the people are wearing hoodies over their helmets, giving the video a game-like feel. The video seems to be shot from first-person perspective as the cameraman is actively shooting while moving throughout the park."
v_Nvf-BZNEGdI,What is the color of the T-shirt worn by the boy who comes to the dance floor after the boy in black T-shirt?,The boy who comes to the dance floor after the boy in black T-shirt is wearing a white T-shirt.
v_Kic33dtLja8,What kind of dance are the women doing in the video?,The women are belly dancing in the video.
v_p1QGn0IzfW0,Can you describe the detailed sequence of events in the video with parallel bars and gymnastics movements?,"In the video, we see two boys dressed in red and black t-shirts, respectively. The boy in the red t-shirt is standing on an elevated platform at the end of parallel bars, while the boy in the black t-shirt is standing next to him. The gym is well-lit and we can see other equipment such as a high bar and still rings. People are visible walking around and using other equipment. Behind the boy in the red t-shirt, there is a glass door. As the boy starts his routine, he swings on the bars and performs a handstand. He then goes on to do other artistic gymnastics movements on the bars, including more handstands and leg swings to gain momentum. Overall, the video captures the impressive and skilled athletic movements of the gymnasts on the parallel bars."
v_PSB1nM3QXxg,What are the two boys doing differently from the rest of the group?,The two boys are standing apart from the rest of the group and demonstrating martial arts movements.
v_TMAXjnsN0Mk,Can you describe the process of cleaning Uggs shown in the video?,"The video showcases a woman cleaning her Uggs using products from the Uggs care kit. She stuffs the Uggs with tissue paper, brushes them, wets them using a sponge and water, dilutes water with Ugg cleaner and conditioner and applies this mixture to the boots using a sponge. She repeats the brushing process and applies Uggs protector and freshener to the boots."
v_15yU0R2MBQM,Can you describe the content of the video in detail?,"The video begins by showing a blue toothbrush in front of the camera in a room with a green wall and a painting of flowers hanging on it. The camera shows an open door at the end of the room and a bed with two white and an orange pillow. Next, a girl wearing a white t-shirt appears, smiling at the camera while brushing her teeth with the blue toothbrush. The camera captures the brushing motion and toothpaste inside her mouth. Finally, she removes the toothbrush from her mouth, still smiling, and the video ends. "
v_Ocid5pcnSVY,What type of dance are the women performing?,The women are performing a contemporary ballet.
v_hFi6S_guB7I,Can you describe the video in detail?,"The video features a performance by a group of five women belly dancers, entering the stage from the right and standing facing away from the audience, with their right hands up. They are dressed in different colored belly-dancing outfits, and are on a stage in an auditorium, which is lit from above and has a curtain at the back. Some members of the audience are holding up cameras. As the music begins, the women slowly turn around and start to belly dance. The video continues with the women dancing, and towards the end, as the music slows down, the women turn around and hold up their right hands in the air again."
v_9snScUyE8_4,Can you describe what happens in the video?,"In the video, a woman is seen standing in front of a sink in a kitchen, which is well-lit by natural light coming in from outside through a window. The woman starts cleaning a plate with a scrubber in the sink which is filled with water and a few other cleaning scrubs are visible floating in it. After cleaning the plate, she stacks it on a shelf beside the window where shelves of dishes are visible. She then proceeds to wash a spoon and a fork with the scrubber before placing them on the shelf along with the plate. The woman then cleans a tumbler and stacks it on the side. Additionally, there is a house visible through the window where the woman is standing, and she turns to the camera at the end and yells after cleaning the dishes."
v_oni9K1_MCuw,What happens in the video?,"People are seated at tables in a ballroom, an orchestra starts playing music, a man and a woman waltz and perform various dance moves and steps, and they separate and bow to the audience and orchestra."
v_BBKSKU6dGGk,What is the man wearing and what is he doing in the video?,The man is wearing a blue jacket and he is shoveling snow on a snowy sidewalk. He is slowly clearing snow as he walks forward.
v_3V9tzjyr51I,Can you describe the scene in the video?,The video shows a man holding a racquet on a cloudy day playing tennis on a court surrounded by a metal fence with houses in the distance. The tennis player hits the ball towards the other end of the court before the video abruptly ends with a hand covering the camera lens.
v_BjjN_aq_wq4,What is happening in the first clip of the video?,"In the first clip of the video, a woman is standing in front of a kitchen sink with dirty dishes visible in it. She turns the tap on and pours soap on a board and starts scrubbing while speaking to the camerawoman."
v_UNJTM62HyqQ,What ingredients did the chef point to on the metal table?,The chef pointed to the ingredients kept in front of him on a metal table.
v_sbnF7VVeopM,What types of footage are shown in the montage?,"The montage shows footage of people crossing the street, a person welding in a dimly lit workshop, a monster truck driving through a muddy track, and cars driving through traffic during the day."
v_0UTrTg3DF5g,Can you describe the video content in detail?,"The video features a woman named Pinky standing behind a bar and wearing a black fedora. Behind her are glass shelves holding different brands of bottles of alcohol that are lit from below. As Pinky introduces herself, a logo with ""Apache Cafe"" appears on the top right of the screen, followed by a screen with ""STUPIDDOPE"". She is shown mixing a drink called ""GIN E HENDRIX"" by lifting some of the bottles which will go into making the drink and proceeds to mix different ingredients into a tall glass including ice cubes. Pinky later uses a shaker to mix everything before pouring the finished mixture in a glass with ice cubes in it. She finishes the drink by adding cucumber, a slice of lime, lemon and a basil leaf before dropping in a black straw. The video ends with a black screen with the address of the bar and credits."
v_tXUssW4vT3o,Can you describe the video in detail?,"The video begins with a spotlight shining on a white curtain that has red lighting on the stage. Then, a belly dancer enters wearing a sparkling turquoise-colored belly dancer dress. As the music plays in the background, she begins to move her hands and perform various steps while moving around the stage. There are camera flashes throughout her performance which highlight her movements. She twists, turns, and bends her body as she dances her way across the stage. The performance ends with the audience applauding her."
v_QY3q4DuiGq8,What is happening in the video?,"In the video, a girl is seen wearing a blue outfit and participating in a discus throwing competition during the daytime. She stands in a throwing circle within a practice net with trees visible at the back. Beginning her throw by swinging her arm, the girl spins to throw the discus and eventually jogs away from the throwing circle."
v_tF8Nv-QxbIU,Can you describe what the man is doing in the video?,"In the video, the man is cleaning shoes inside a well-lit shoe maker's shop. He starts by using a suede block and then a suede brush to clean a pair of red suede shoes, and then he proceeds to brush a dark blue high-heeled suede shoe."
v_yggwFa68Cp4,How does the boy start playing the bagpipes in the video?,The boy starts playing the bagpipes by blowing air into the mouthpiece and pressing the chanter using his fingers.
v_iqhdqhVttEM,What type of class is the man teaching in the video?,The man is conducting a Zumba class.
v_Y16uL6dYDzQ,What happened in the weightlifting competition?,"The weightlifters participated in a competition held in a grassy field. They lifted big dumbbells on black mats while officials, a cameraman, and an audience watched. Two weightlifters, one in a grey T-shirt and black and red shorts, and another in a grey T-shirt and black shorts, attempted to lift the dumbbells. The weightlifter in the front lifted the dumbbell for some time and dropped it and then the weightlifter behind him struggled to lift the dumbbell and dropped it. The video ends with the weightlifter in the front raising his hand for the audience and walking off the mat."
v_l5ZUUChppHU,What are the contestants wearing and where is the competition taking place?,"The contestants are wearing black vests and light-colored trousers. The competition is taking place outside in an arena during the daytime. People can be seen on seats on either side, and a bridge is seen in the back."
v_l7qSKJyq6mA,What is the man wearing while ironing the dress shirt in the video?,The man is wearing a black sweater vest over a grey shirt.
v_o5F7X-UBETE,What is happening in the video?,A weightlifting competition is being shown in the video. Different weightlifters from different countries lift a barbell in front of judges and drop it after holding it over their head. The video ends with a Chinese weightlifter lifting the barbell and yelling.
v_-cAcA8dO7kA,What caused the biker to crash in the dirt field?,"The biker tried to jump over a slight elevation in the middle of the field, but he landed with the front wheel first and crashed."
v_5tFfEA1JWjA,Who is holding the basketball in the video?,The boy on the left is holding the basketball.
v_TMAXjnsN0Mk,What does the woman do to the Uggs after stuffing them with tissue paper?,"The woman brushes the Uggs and wets them with a sponge and water. After diluting the water with Ugg cleaner and conditioner, she uses the sponge to apply the mixture to the Uggs. She again brushes the Uggs and then uses the Uggs protector and freshener."
v_zoWqv-sIdBY,"What is the name of the person combing Ivan’s hair, and his relationship with Ivan?",'Oscar' is the name of the person combing Ivan's hair. He is introduced as a boy standing behind Ivan.
v_SLHPvKh-_x8,Can you explain the steps in the video?,"The video shows a woman demonstrating effective hand washing technique using soap and tissue paper. She starts by applying liquid soap from a dispenser near the sink, then turns off the tap, and dries her hands using tissue paper from a dispenser above the sink. Finally, she throws the used tissue paper in a trash can."
v_GOF5guH_kuI,What is the color of the female gymnast’s costume?,The female gymnast is wearing a sparkling red gymnast costume.
v_4mRkWNLE66E,Which player does the red arrow point to in the first clip on the lacrosse field?,The red arrow points to the player wearing the white number 11 jersey.
v_KsFid_YVsn0,What kind of clothing are the boys and girls wearing during the dance?,The girls are wearing black dresses and the boys are wearing red dress shirts and black trousers.
v_Mf3IyeMF8ug,Can you describe how the woman wraps the box?,The woman in the video wraps a box placed on a wooden table using an orange gift wrap and tucking the wrapping paper on the sides and folding the last edge. She also uses tape to seal the box and a paper sticker with Chinese characters and the word 'ROGUE' on it. A folded green cloth is then wrapped around the gift-wrapped box and she ties the cloth into a knot.
v_wJk3KOUAwXA,Can you describe the video in detail?,"The video showcases a man wearing a white apron and T-shirt in a well-lit woodworking shop surrounded by wooden planks and furniture. He is standing beside a small table with a wooden chair placed on it. The man is wearing a blue glove over his right hand and also has glasses and a cap on. In the video, he is using a ball of steel wool to apply wax on the surface of the table and then uses a car buffing wheel to polish the section he waxed. To finish, he uses a wet rag to give the surface a final buff."
v_dRF1C_sBE5M,What happens in the video?,The video shows a man wearing a green jacket chopping logs and instructing a woman on how to chop logs with an axe. There is also a man drinking a beer and a dog in the scene.
v_2fzIi1lPd8U,What is happening in the beginning of the video?,"Two kids and an elderly lady are playing. One of the kids is a little girl who is standing on the side of a porch. A little boy wearing a red shirt is a few feet away, while the woman holds her hands in front of her, first to the girl and to the boy."
v_JspVuT6rsLA,What is the little boy doing in the video?,The little boy is playing the violin throughout the video.
v_kl-2y3jtPNE,Can you describe the cricket match shown in the video?,"The video shows a cricket match being played on a field with a pitch surrounded by a grass field. The match is between two teams and several students can be seen watching and playing. The video features a batsman hitting a ball, a bowler delivering it, and other movements commonly seen in a cricket match. Trees and a building with white pillars can be seen in the background."
v_-cAcA8dO7kA,What happens after the biker rides towards the middle of the dirt field?,The biker tries to jump over a slight elevation but lands with the front wheel first and crashes. He lands in the dirt.
